brand,brand_goodwill,year,age_years,horsepower,engine_size_l,mileage,fuel_type,transmission,owner_count,accident_count,doors,city_mpg,price
Mercedes-Benz,9.36,2016,10,333.9,2.7,117266,Petrol,Automatic,2,2.0,4,,49456.94
Toyota,7.89,2009,17,242.5,2.34,144514,Diesel,Automatic,1,3.0,4,22.2,9945.36
Toyota,8.33,2010,16,145.9,1.29,198473,Diesel,Manual,2,1.0,4,34.7,2500.0
Kia,6.19,2014,12,159.7,2.31,142820,Petrol,Manual,2,0.0,2,35.5,2853.63
Lexus,8.85,2012,14,283.6,2.64,185554,Diesel,Automatic,2,0.0,4,29.8,37969.84
Honda,8.41,2009,17,199.8,1.89,174356,Diesel,Automatic,1,0.0,4,31.8,11560.72
Toyota,8.88,2012,14,184.2,2.19,71217,Diesel,Automatic,2,0.0,4,24.6,18720.46
Nissan,6.26,2025,1,361.2,0.0,1771,Electric,Automatic,3,0.0,4,12.0,32568.04
Nissan,6.5,2012,14,196.2,3.37,157720,Hybrid,Manual,2,2.0,4,40.5,5402.31
Ford,6.62,2024,2,211.3,1.69,25229,Petrol,Manual,2,1.0,4,33.4,22793.27
Subaru,8.04,2025,1,190.3,2.6,17607,Petrol,Automatic,3,1.0,4,30.2,29180.28
Honda,7.98,2018,8,294.4,0.0,104470,Electric,Manual,1,0.0,4,12.0,23824.87
Nissan,5.91,2009,17,199.1,1.93,170109,Hybrid,Automatic,1,1.0,4,38.9,5136.52
Kia,7.19,2022,4,141.6,1.0,29856,Petrol,Manual,1,1.0,4,32.4,12630.46
Honda,8.4,2016,10,165.8,2.12,79313,Diesel,Automatic,2,0.0,4,27.6,15663.2
Subaru,7.28,2014,12,197.2,2.66,186937,Petrol,Automatic,1,0.0,4,27.5,16181.96
Mercedes-Benz,9.39,2009,17,226.1,3.41,203500,Diesel,Manual,1,1.0,2,32.6,31083.53
Mercedes-Benz,8.76,2022,4,289.6,2.38,32800,Diesel,Automatic,1,0.0,4,28.5,55758.52
Subaru,7.67,2010,16,148.8,2.07,110626,Hybrid,Manual,3,0.0,4,32.0,10618.93
Toyota,8.39,2010,16,206.8,1.44,174808,Hybrid,Manual,3,1.0,4,44.0,8228.48
Mazda,7.48,2011,15,193.7,3.27,179062,Petrol,Automatic,3,1.0,4,30.4,6723.84
Mercedes-Benz,8.61,2012,14,240.4,4.53,176135,Petrol,Manual,1,0.0,2,17.4,35693.34
Mazda,7.39,2014,12,254.0,2.2,172510,Petrol,Automatic,2,0.0,4,30.2,14582.94
Mazda,6.9,2017,9,184.4,3.09,158579,Petrol,Automatic,3,0.0,4,,14562.26
Subaru,7.53,2015,11,322.0,0.0,132992,Electric,Automatic,2,0.0,4,12.0,24731.9
Honda,7.55,2013,13,177.0,1.98,105950,Hybrid,Automatic,4,0.0,4,40.4,16314.87
Nissan,5.71,2017,9,178.0,2.06,114327,Diesel,Automatic,2,0.0,4,22.6,13093.48
Ford,6.41,2022,4,179.0,1.97,38724,Diesel,Automatic,2,1.0,4,18.7,18987.94
Chevrolet,6.71,2008,18,163.8,2.47,287531,Hybrid,Automatic,2,1.0,4,37.8,2500.0
Hyundai,6.33,2011,15,183.4,1.36,175774,Petrol,Automatic,1,1.0,4,28.0,2500.0
Hyundai,6.89,2016,10,231.5,2.18,152093,Hybrid,Automatic,3,2.0,4,34.1,11980.7
Hyundai,6.35,2013,13,207.0,1.81,153035,Petrol,Manual,2,1.0,4,27.4,3430.44
Chevrolet,5.89,2020,6,213.2,1.66,64024,Diesel,Automatic,1,1.0,4,32.3,19209.65
Toyota,9.14,2021,5,205.4,2.03,58210,Petrol,Automatic,1,0.0,4,26.2,30545.62
Chevrolet,6.37,2010,16,175.2,1.0,270757,Petrol,Manual,3,0.0,4,22.2,2500.0
Tesla,8.95,2026,0,274.9,1.46,500,Diesel,Automatic,3,0.0,2,23.6,59754.61
BMW,8.46,2011,15,298.4,2.44,174990,Hybrid,Automatic,3,0.0,4,32.5,37989.43
Honda,8.42,2023,3,191.4,1.69,36603,Diesel,Automatic,1,0.0,2,29.2,28111.26
Kia,7.12,2014,12,162.8,2.64,188760,Diesel,Automatic,2,0.0,4,,7498.0
Audi,8.36,2010,16,268.1,4.05,278326,Diesel,Automatic,1,0.0,4,25.9,32070.74
Hyundai,7.13,2020,6,143.4,2.24,54041,Petrol,Automatic,2,0.0,4,18.5,17512.01
Ford,6.11,2025,1,242.9,2.0,11167,Petrol,Manual,2,0.0,2,27.3,24471.37
Volkswagen,7.07,2010,16,189.1,2.18,243881,Petrol,Automatic,3,1.0,4,,2884.33
Hyundai,6.8,2013,13,195.1,1.65,140267,Petrol,Automatic,2,2.0,4,31.4,8485.63
Chevrolet,6.11,2022,4,176.8,3.14,63554,Petrol,Automatic,1,0.0,4,25.6,19573.42
Nissan,7.18,2020,6,181.6,1.0,77186,Petrol,Automatic,1,0.0,4,23.5,19478.11
Kia,6.02,2019,7,197.8,2.98,83275,Petrol,Manual,3,0.0,4,28.7,11197.89
Nissan,6.51,2011,15,160.0,,129565,Petrol,Automatic,2,0.0,4,33.3,2500.0
Volkswagen,7.29,2011,15,145.9,2.3,189692,Petrol,Automatic,4,0.0,4,30.0,6311.62
Volkswagen,6.53,2018,8,179.1,1.44,115799,Diesel,Automatic,3,0.0,4,20.4,17207.71
Hyundai,6.37,2021,5,176.9,1.71,73587,Petrol,Manual,3,1.0,4,24.3,15192.23
Nissan,6.31,2023,3,182.5,2.61,34505,Petrol,Manual,1,0.0,4,22.7,21837.36
Lexus,9.56,2018,8,222.0,2.46,107733,Petrol,Manual,1,0.0,2,28.2,42741.56
Kia,6.22,2012,14,215.0,1.1,95434,Petrol,Automatic,3,0.0,4,34.7,8571.91
Chevrolet,6.23,2010,16,171.5,2.54,203599,Diesel,Automatic,3,0.0,2,29.2,2500.0
Ford,6.77,2012,14,188.8,1.87,140910,Petrol,Automatic,1,1.0,4,24.8,9970.84
Hyundai,6.63,2014,12,213.1,1.42,140812,Petrol,Automatic,2,0.0,4,37.1,8146.29
Mercedes-Benz,9.34,2022,4,194.0,4.24,26133,Diesel,Automatic,1,1.0,2,,53053.84
Hyundai,6.55,2024,2,179.1,1.56,21086,Petrol,Automatic,2,0.0,4,27.5,20941.79
Hyundai,6.43,2020,6,304.4,0.0,83968,Electric,Automatic,1,0.0,4,12.0,25287.36
Subaru,7.55,2020,6,177.9,1.96,87665,Diesel,Manual,1,0.0,2,22.7,19853.09
BMW,8.25,2021,5,245.8,3.32,61720,Diesel,Automatic,1,0.0,4,25.9,48576.4
Subaru,8.16,2012,14,207.7,2.13,82457,Petrol,Automatic,2,0.0,4,32.0,18953.97
Ford,6.8,2009,17,157.0,2.88,276670,Petrol,Automatic,1,3.0,4,,2500.0
Tesla,8.93,2020,6,162.3,3.41,80837,Petrol,Automatic,3,0.0,4,33.7,46217.97
Ford,6.41,2026,0,195.8,2.04,2654,Petrol,Automatic,4,0.0,4,,23909.52
Nissan,6.85,2022,4,378.8,0.0,44441,Electric,Manual,1,0.0,4,12.0,30219.14
Honda,8.36,2010,16,216.1,2.17,144942,Diesel,Manual,2,0.0,4,27.1,8424.74
Honda,8.54,2019,7,167.3,1.06,103639,Petrol,Manual,3,0.0,4,30.0,18247.69
Hyundai,5.95,2018,8,243.8,1.07,117029,Petrol,Automatic,3,,4,29.1,14326.09
Subaru,8.56,2012,14,170.7,2.01,196713,Hybrid,Automatic,1,1.0,4,42.5,12440.53
Kia,6.59,2023,3,195.0,3.0,44296,Petrol,Automatic,1,0.0,4,24.0,21987.45
Hyundai,6.73,2008,18,180.0,3.27,283646,Hybrid,Automatic,2,1.0,4,35.9,2500.0
Nissan,6.73,2022,4,215.5,1.26,53515,Hybrid,Automatic,4,0.0,4,34.7,26740.85
Hyundai,7.13,2021,5,148.8,2.64,58461,Petrol,Automatic,1,0.0,4,23.6,17745.26
BMW,9.0,2008,18,211.2,2.85,202719,Petrol,Manual,1,2.0,2,32.5,22442.2
Subaru,7.73,2019,7,137.3,2.05,97044,Petrol,Automatic,2,1.0,4,26.4,20662.57
Subaru,7.63,2024,2,187.8,2.51,18590,Petrol,Manual,2,1.0,4,30.6,29025.06
Toyota,8.08,2015,11,156.5,2.95,99253,Hybrid,Automatic,3,1.0,4,34.7,14457.33
Volkswagen,6.69,2025,1,217.2,1.57,21348,Hybrid,Automatic,1,1.0,4,46.8,29481.19
Kia,6.63,2008,18,178.2,1.86,165020,Petrol,Automatic,1,0.0,4,30.4,2500.0
Honda,8.15,2009,17,298.7,0.0,142343,Electric,Automatic,1,1.0,4,12.0,16704.78
Honda,8.62,2016,10,155.4,2.53,79788,Petrol,Automatic,1,0.0,4,28.1,20163.19
Nissan,6.36,2011,15,183.7,1.04,163630,Petrol,Manual,2,0.0,4,34.2,2500.0
Toyota,8.46,2010,16,195.8,2.83,160475,Diesel,Automatic,3,0.0,4,30.2,14368.23
Mazda,7.38,2015,11,205.7,1.79,117238,Diesel,Automatic,1,0.0,4,24.6,16658.53
Subaru,7.85,2023,3,235.4,2.39,44070,Petrol,Automatic,1,0.0,4,27.0,29156.53
Hyundai,6.65,2009,17,317.9,0.0,174788,Electric,Automatic,1,0.0,4,12.0,12393.24
Subaru,7.55,2023,3,189.7,2.24,28361,Petrol,Automatic,1,1.0,4,35.0,26999.9
Subaru,7.54,2009,17,255.0,2.25,200626,Petrol,Manual,1,0.0,4,23.3,13413.23
Honda,8.27,2024,2,194.4,1.99,11483,Petrol,Automatic,1,0.0,4,23.6,31484.68
Volkswagen,6.9,2013,13,181.6,1.2,140141,Petrol,Automatic,4,0.0,2,25.8,11202.39
Kia,7.56,2014,12,214.5,1.0,129698,Hybrid,Automatic,1,0.0,4,35.2,12707.95
Hyundai,7.19,2016,10,194.2,1.0,79753,Hybrid,Manual,2,0.0,4,34.7,11820.56
Honda,8.75,2015,11,208.7,2.68,131861,Petrol,Manual,4,0.0,4,30.7,15410.81
Subaru,8.13,2019,7,133.0,1.89,85141,Petrol,Automatic,1,0.0,4,20.4,22450.14
Volkswagen,7.03,2013,13,177.4,2.81,162447,Petrol,Automatic,3,2.0,2,23.6,8739.68
Hyundai,6.86,2012,14,147.6,3.52,195428,Petrol,Manual,1,1.0,4,21.0,2500.0
Audi,8.81,2019,7,276.4,3.14,89305,Petrol,Manual,2,1.0,4,24.9,39759.02
Mazda,7.24,2025,1,198.6,1.05,14298,Petrol,Automatic,2,1.0,4,22.5,27931.13
Chevrolet,6.39,2014,12,180.8,1.3,161322,Petrol,Automatic,1,0.0,4,29.9,8075.7
Mazda,7.12,2016,10,118.6,2.55,146866,Petrol,Automatic,1,0.0,2,23.5,12488.4
Nissan,5.78,2009,17,195.0,2.85,185363,Petrol,Manual,1,1.0,4,32.6,2500.0
Mazda,7.61,2011,15,165.0,1.88,139082,Hybrid,Manual,1,3.0,4,37.8,6638.04
Subaru,7.22,2015,11,185.0,1.6,125407,Hybrid,Automatic,1,0.0,4,38.6,16682.12
Tesla,9.1,2022,4,285.4,3.26,61739,Hybrid,Automatic,4,1.0,4,39.4,56185.93
Tesla,8.59,2013,13,283.3,3.32,190803,Diesel,Automatic,1,1.0,4,37.2,42809.8
Subaru,7.95,2020,6,200.4,2.26,78451,Diesel,Automatic,1,,4,31.0,25487.23
Mazda,7.7,2018,8,193.8,1.56,130501,Petrol,Automatic,1,0.0,4,19.8,18993.65
Lexus,8.18,2018,8,300.4,4.43,93331,Diesel,Automatic,2,0.0,4,24.9,49013.33
Nissan,6.16,2018,8,232.9,1.67,60038,Hybrid,Automatic,2,0.0,4,35.2,20118.69
Toyota,8.28,2021,5,184.6,1.8,65923,Petrol,Automatic,4,0.0,4,26.3,22962.77
Toyota,8.09,2017,9,166.3,2.47,129389,Diesel,Manual,1,0.0,2,34.8,18306.55
Kia,6.72,2020,6,188.2,2.15,92457,Diesel,Manual,1,1.0,4,17.4,11565.8
Toyota,8.37,2014,12,187.8,2.28,170805,Petrol,Automatic,3,0.0,4,26.3,14208.82
Ford,6.18,2018,8,115.0,1.72,91868,Diesel,Automatic,1,1.0,4,34.3,11262.79
Mazda,7.16,2009,17,237.9,2.22,208928,Petrol,Automatic,1,0.0,4,34.0,9277.31
Honda,8.38,2014,12,144.5,2.19,139493,Petrol,Manual,1,0.0,4,28.2,11703.21
Toyota,8.94,2019,7,175.3,1.62,48214,Petrol,Manual,2,0.0,4,27.4,20091.21
Nissan,6.44,2025,1,200.3,3.29,12575,Petrol,Automatic,2,0.0,4,26.7,25077.87
Toyota,8.54,2008,18,161.3,2.13,210143,Diesel,Automatic,1,0.0,4,28.0,2553.76
Chevrolet,5.84,2021,5,319.5,0.0,83028,Electric,Automatic,3,0.0,4,12.0,23651.73
Toyota,8.42,2016,10,200.8,1.77,132890,Petrol,Automatic,3,2.0,4,17.0,11049.49
Honda,7.97,2008,18,221.5,2.68,293614,Petrol,Automatic,1,0.0,4,33.5,4667.58
Tesla,8.94,2019,7,248.6,2.63,95771,Petrol,Manual,3,0.0,4,31.8,46366.23
Mercedes-Benz,9.19,2017,9,321.4,4.75,85145,Petrol,Automatic,1,0.0,2,22.9,53391.59
Kia,5.91,2015,11,129.1,2.11,128339,Petrol,Manual,2,1.0,4,19.7,2500.0
Chevrolet,5.86,2023,3,224.0,2.44,39722,Diesel,Automatic,1,0.0,2,34.3,22932.86
Honda,8.3,2023,3,214.4,1.75,43212,Diesel,Automatic,1,0.0,4,26.2,31310.79
Nissan,6.9,2011,15,146.2,1.36,261105,Petrol,Automatic,2,1.0,4,27.8,2500.0
Mercedes-Benz,9.06,2020,6,232.3,4.14,55703,Petrol,Manual,1,0.0,4,23.9,48097.47
BMW,8.73,2017,9,354.0,3.44,82414,Petrol,Automatic,1,0.0,4,27.2,52241.86
Chevrolet,6.06,2013,13,223.2,1.23,85245,Diesel,Manual,3,0.0,4,27.4,6524.08
Chevrolet,6.14,2024,2,140.0,3.72,37200,Petrol,Automatic,2,0.0,4,27.9,21543.8
Ford,6.7,2015,11,195.1,2.57,163107,Petrol,Automatic,1,1.0,4,24.1,11887.78
Chevrolet,6.18,2019,7,140.9,2.64,59500,Petrol,Automatic,1,1.0,4,27.2,15099.29
Mazda,6.82,2010,16,215.1,2.39,194701,Diesel,Automatic,1,1.0,4,23.3,4329.48
Volkswagen,7.07,2019,7,111.0,1.78,63411,Diesel,Automatic,2,0.0,2,26.3,17451.44
Mazda,7.38,2018,8,195.1,1.56,99984,Hybrid,Manual,1,0.0,4,35.5,17835.11
Volkswagen,7.6,2021,5,260.4,1.6,74241,Hybrid,Automatic,1,1.0,4,37.8,27042.55
Ford,6.98,2009,17,200.5,1.87,293308,Petrol,Automatic,1,0.0,4,27.1,2500.0
Toyota,7.95,2012,14,189.3,1.63,164529,Hybrid,Manual,3,0.0,4,41.9,9095.29
Volkswagen,7.86,2023,3,157.0,1.0,19586,Hybrid,Automatic,1,0.0,4,28.6,28465.99
Chevrolet,6.53,2008,18,190.5,2.83,192967,Diesel,Automatic,2,0.0,4,30.0,6261.37
Ford,6.35,2019,7,268.4,0.0,38768,Electric,Automatic,3,0.0,2,12.0,23804.64
Lexus,9.14,2017,9,268.2,4.02,103483,Diesel,Manual,3,0.0,4,32.3,45165.57
Volkswagen,6.48,2014,12,189.4,2.95,186787,Petrol,Automatic,2,1.0,4,24.7,10944.44
Hyundai,6.49,2018,8,181.3,2.09,84973,Hybrid,Automatic,2,0.0,4,31.7,14515.44
Toyota,8.78,2008,18,179.4,1.77,145254,Diesel,Manual,2,0.0,4,32.4,7119.12
Honda,7.79,2020,6,169.5,1.67,53425,Petrol,Automatic,2,0.0,4,33.2,20462.79
Mercedes-Benz,8.27,2023,3,290.5,4.28,22930,Petrol,Manual,1,0.0,4,32.4,52674.0
Tesla,8.49,2011,15,273.1,4.0,236108,Diesel,Manual,1,0.0,4,30.0,37389.14
Ford,6.38,2017,9,208.7,1.76,115575,Petrol,Automatic,1,0.0,4,30.9,14941.35
BMW,8.93,2010,16,245.2,3.58,277697,Petrol,Automatic,1,2.0,4,40.2,27048.62
Mazda,7.06,2009,17,194.1,1.55,148012,Petrol,Automatic,2,0.0,4,25.0,7516.77
Mercedes-Benz,9.53,2013,13,357.7,2.8,169795,Diesel,Manual,1,0.0,4,27.4,45582.97
Toyota,8.69,2026,0,157.5,,500,Petrol,Automatic,2,0.0,4,30.4,33597.98
Honda,8.06,2019,7,148.2,2.17,91298,Hybrid,Automatic,1,0.0,4,33.1,22282.17
Nissan,6.26,2010,16,166.1,2.0,258946,Petrol,Automatic,1,0.0,4,30.9,2500.0
Volkswagen,7.36,2024,2,225.1,1.24,25723,Petrol,Automatic,1,1.0,4,28.2,29361.32
Subaru,8.05,2020,6,153.8,1.89,58289,Petrol,Automatic,1,0.0,4,28.1,24204.41
Hyundai,6.83,2019,7,177.7,1.73,109734,Diesel,Manual,3,1.0,4,30.7,8921.16
Ford,6.09,2017,9,163.0,2.39,131252,Petrol,Automatic,1,1.0,2,35.6,9190.07
Hyundai,7.34,2012,14,322.4,0.0,241329,Electric,Manual,3,1.0,4,12.0,6851.67
BMW,8.89,2021,5,227.5,4.1,58877,Petrol,Automatic,1,0.0,2,30.0,49813.66
Mazda,7.4,2018,8,213.8,2.97,100857,Diesel,Automatic,3,0.0,4,36.1,19201.13
Chevrolet,5.97,2018,8,227.1,1.22,92465,Petrol,Automatic,1,0.0,4,31.6,19012.35
Ford,5.97,2013,13,302.3,0.0,164414,Electric,Manual,2,0.0,4,12.0,14676.39
Mazda,7.19,2020,6,178.8,2.49,61557,Diesel,Manual,3,0.0,4,33.0,18209.38
Subaru,8.45,2008,18,179.6,2.14,228979,Petrol,Automatic,3,1.0,4,32.7,4005.16
Subaru,7.46,2015,11,135.5,2.78,83847,Diesel,Automatic,1,2.0,2,23.3,15339.61
Tesla,8.13,2012,14,302.6,2.91,163793,Petrol,Automatic,3,1.0,4,25.8,40757.67
Subaru,7.62,2026,0,182.8,1.69,3830,Petrol,Automatic,1,0.0,4,27.1,32817.91
Mazda,6.71,2020,6,181.5,1.0,65353,Petrol,Automatic,2,1.0,4,29.4,14453.55
Volkswagen,6.87,2009,17,195.0,1.0,147246,Petrol,Automatic,2,0.0,4,26.3,7894.76
Subaru,7.76,2018,8,193.0,3.97,52594,Petrol,Automatic,1,0.0,4,20.4,30155.64
Honda,7.8,2017,9,187.3,1.26,93085,Hybrid,Automatic,3,0.0,2,37.9,20570.68
Mercedes-Benz,8.71,2016,10,262.4,0.0,121343,Electric,Automatic,2,3.0,4,12.0,41387.54
Mercedes-Benz,9.32,2012,14,299.9,3.63,100104,Petrol,Automatic,2,0.0,4,33.3,45588.45
Honda,8.75,2021,5,140.9,3.0,63294,Petrol,Automatic,1,1.0,4,33.8,24596.33
Kia,6.55,2026,0,185.8,2.4,500,Diesel,Automatic,1,0.0,4,28.8,23888.08
Tesla,8.98,2015,11,390.4,3.29,87643,Hybrid,Automatic,1,0.0,4,34.1,56251.78
Lexus,9.28,2014,12,218.8,3.56,107226,Petrol,Automatic,1,1.0,4,42.5,40798.39
Ford,6.22,2011,15,217.6,1.43,207630,Petrol,Automatic,1,0.0,4,,5200.68
Chevrolet,6.41,2015,11,194.0,1.46,123081,Hybrid,Automatic,2,0.0,2,28.1,10660.31
Mazda,7.62,2011,15,122.6,1.94,186252,Petrol,Manual,1,1.0,4,27.8,2500.0
Volkswagen,6.65,2011,15,143.5,1.9,153530,Hybrid,Automatic,1,2.0,4,32.8,9593.13
Hyundai,5.7,2011,15,182.6,2.73,161139,Hybrid,Manual,4,2.0,4,52.9,2500.0
Honda,8.09,2010,16,257.3,0.0,300870,Electric,Automatic,1,0.0,4,12.0,8249.99
Chevrolet,6.35,2016,10,178.6,3.31,107517,Diesel,Automatic,2,0.0,4,25.3,15462.76
Chevrolet,5.98,2015,11,152.2,1.47,131158,Petrol,Automatic,2,0.0,4,32.2,4825.21
Kia,6.51,2023,3,190.7,2.96,47799,Petrol,Manual,1,1.0,2,,17048.62
BMW,9.68,2022,4,283.2,4.02,79040,Petrol,Manual,2,0.0,4,36.6,49371.7
Ford,6.61,2023,3,234.8,1.41,38038,Hybrid,Automatic,1,1.0,4,33.4,25384.42
BMW,8.83,2022,4,268.9,2.84,61489,Petrol,Automatic,2,0.0,4,25.9,47402.77
Toyota,8.08,2017,9,194.5,1.0,68959,Hybrid,Automatic,3,0.0,4,37.0,22251.68
Volkswagen,7.33,2013,13,166.0,2.85,116549,Diesel,Automatic,1,0.0,2,25.8,16724.66
Honda,9.11,2017,9,273.4,0.0,118694,Electric,Automatic,3,1.0,4,12.0,20346.14
Volkswagen,6.66,2018,8,189.4,2.13,91605,Petrol,Automatic,1,1.0,4,22.9,17428.65
Subaru,7.71,2013,13,148.6,2.1,107419,Petrol,Automatic,2,0.0,4,32.0,16244.6
Audi,9.04,2014,12,295.4,2.03,114429,Petrol,Automatic,3,1.0,4,24.6,36794.0
Volkswagen,7.01,2008,18,177.4,3.16,215436,Petrol,Automatic,4,1.0,2,24.0,3143.89
Hyundai,6.52,2017,9,164.4,2.15,77410,Petrol,Automatic,1,1.0,4,38.1,13044.26
Mercedes-Benz,9.28,2013,13,249.6,3.2,229216,Hybrid,Manual,1,1.0,4,34.5,40950.99
Subaru,7.38,2021,5,186.2,2.44,71372,Petrol,Automatic,2,0.0,4,32.0,25278.0
Honda,8.07,2017,9,174.2,1.0,131407,Petrol,Manual,2,0.0,4,27.9,13035.87
Toyota,7.95,2010,16,193.4,2.74,210405,Hybrid,Manual,1,0.0,4,39.9,9434.31
Ford,6.08,2020,6,153.9,,75162,Petrol,Automatic,1,0.0,4,27.5,17787.72
Toyota,8.91,2014,12,202.5,0.0,155175,Electric,Automatic,2,0.0,4,12.0,20847.24
Subaru,8.58,2020,6,195.8,1.8,80670,Petrol,Automatic,1,0.0,4,31.4,27540.09
Kia,6.71,2023,3,219.5,2.12,22541,Petrol,Automatic,2,0.0,4,30.5,24607.14
Audi,8.85,2008,18,258.5,0.0,297124,Electric,Automatic,3,1.0,4,12.0,22349.74
Hyundai,6.66,2009,17,191.2,1.38,190686,Petrol,Manual,1,0.0,2,19.7,2500.0
Mazda,7.39,2012,14,123.9,1.13,228407,Hybrid,Manual,1,1.0,4,46.5,2500.0
Chevrolet,5.52,2008,18,186.3,3.03,163969,Diesel,Automatic,1,0.0,4,31.9,2500.0
Toyota,8.71,2012,14,140.2,1.32,160845,Petrol,Automatic,1,0.0,4,30.7,9777.16
Hyundai,7.06,2011,15,191.6,2.06,193343,Diesel,Automatic,2,0.0,4,25.0,5493.38
Volkswagen,7.52,2024,2,154.1,1.68,34058,Diesel,Automatic,1,0.0,4,24.7,25927.95
Ford,7.58,2014,12,214.5,3.09,218844,Petrol,Manual,1,0.0,4,,8336.36
Subaru,7.03,2011,15,161.3,1.16,183184,Petrol,Automatic,3,2.0,4,21.7,5309.09
Audi,8.06,2024,2,290.3,3.33,25904,Diesel,Automatic,1,0.0,4,32.7,54394.99
Subaru,6.82,2019,7,224.5,1.0,129062,Hybrid,Automatic,1,1.0,4,36.4,24754.07
Volkswagen,7.17,2019,7,212.1,2.55,112469,Diesel,Manual,1,1.0,4,30.4,15405.05
Subaru,7.49,2011,15,200.3,2.49,239859,Diesel,Automatic,1,0.0,4,25.3,12823.64
Subaru,7.36,2010,16,147.7,1.85,250396,Diesel,Automatic,1,0.0,4,22.3,4342.38
Audi,9.11,2021,5,331.3,4.67,53480,Petrol,Automatic,3,0.0,4,33.4,50209.24
Subaru,8.06,2020,6,198.2,1.75,105238,Petrol,Automatic,1,0.0,2,25.7,25694.18
Volkswagen,7.34,2017,9,242.5,0.0,145138,Electric,Automatic,2,0.0,4,12.0,23085.52
Kia,6.91,2022,4,269.1,0.0,49870,Electric,Automatic,1,0.0,2,12.0,24832.05
Tesla,9.01,2011,15,329.3,3.96,163956,Diesel,Automatic,2,2.0,4,24.1,42570.3
Volkswagen,6.68,2017,9,197.7,1.82,179116,Diesel,Automatic,3,0.0,4,18.0,13719.38
BMW,8.57,2019,7,287.5,2.35,97788,Hybrid,Manual,2,0.0,4,40.8,44189.31
Hyundai,7.37,2016,10,177.3,2.22,113132,Diesel,Automatic,1,0.0,4,23.5,13921.94
Mazda,7.99,2010,16,106.4,3.71,226928,Petrol,Automatic,2,0.0,4,27.8,5757.83
Hyundai,6.77,2013,13,200.9,2.72,133081,Petrol,Automatic,2,1.0,4,18.6,7952.87
Subaru,7.78,2012,14,187.3,2.0,130149,Petrol,Manual,3,0.0,4,27.3,13708.62
Ford,6.85,2013,13,168.3,1.0,148187,Petrol,Automatic,1,0.0,4,18.0,7719.92
Chevrolet,6.63,2009,17,114.5,2.2,194661,Petrol,Automatic,4,1.0,4,32.2,2500.0
Mercedes-Benz,8.79,2026,0,337.2,3.37,500,Petrol,Manual,1,0.0,4,35.7,62516.2
Mercedes-Benz,9.41,2016,10,289.2,3.73,120653,Diesel,Automatic,1,1.0,4,24.2,44850.0
Toyota,8.27,2009,17,165.6,2.18,197608,Petrol,Automatic,3,0.0,4,,8120.82
Toyota,8.31,2025,1,171.1,2.12,12833,Petrol,Automatic,1,0.0,4,30.9,29862.15
Honda,7.57,2010,16,179.4,1.0,210803,Petrol,Automatic,1,0.0,4,33.9,5037.89
Chevrolet,5.98,2011,15,297.3,0.0,179115,Electric,Automatic,1,0.0,2,12.0,11867.74
Toyota,8.49,2011,15,191.4,1.76,143555,Petrol,Automatic,1,,4,28.5,14828.74
Mercedes-Benz,8.5,2024,2,262.2,3.07,16299,Diesel,Manual,4,0.0,4,29.6,50678.99
Mazda,7.79,2022,4,238.9,2.75,67173,Petrol,Automatic,2,0.0,4,23.9,27847.75
Kia,6.29,2020,6,185.4,1.2,48482,Hybrid,Automatic,3,0.0,4,39.9,16752.95
Volkswagen,6.53,2011,15,178.0,2.22,87033,Diesel,Automatic,2,0.0,4,30.8,11265.31
Chevrolet,5.8,2018,8,188.5,2.05,92089,Petrol,Manual,2,2.0,4,24.8,5762.07
Volkswagen,7.47,2016,10,222.6,1.24,144026,Petrol,Manual,2,0.0,4,30.8,14537.47
Nissan,6.18,2013,13,230.9,0.0,186949,Electric,Automatic,1,1.0,4,12.0,7121.66
Subaru,8.61,2025,1,285.1,0.0,16683,Electric,Automatic,1,1.0,2,12.0,37242.53
Mazda,6.8,2024,2,140.4,2.79,25798,Hybrid,Automatic,2,0.0,2,37.7,24993.33
Subaru,8.33,2008,18,182.2,1.81,327570,Petrol,Manual,2,0.0,4,28.4,2500.0
Honda,8.07,2009,17,173.6,,229350,Petrol,Automatic,2,0.0,4,22.9,2500.0
Lexus,9.34,2025,1,299.4,3.33,8660,Petrol,Manual,1,0.0,4,19.6,57408.92
Mazda,6.96,2014,12,237.8,1.0,160024,Petrol,Manual,3,1.0,2,31.2,7938.01
Audi,8.74,2018,8,276.3,2.78,115281,Petrol,Automatic,3,1.0,4,24.0,47012.67
Tesla,9.02,2022,4,282.8,3.07,47990,Petrol,Automatic,2,0.0,2,42.1,57646.11
Kia,6.4,2018,8,185.7,2.13,46529,Diesel,Automatic,2,1.0,2,22.1,12292.12
Audi,8.03,2014,12,292.2,4.15,144596,Diesel,Automatic,2,0.0,4,28.3,41076.82
BMW,9.4,2013,13,329.9,0.0,116543,Electric,Automatic,1,2.0,2,12.0,41760.98
Chevrolet,6.34,2014,12,274.6,0.0,115651,Electric,Manual,1,0.0,4,12.0,14214.69
Audi,8.84,2019,7,261.9,2.64,110613,Hybrid,Manual,1,0.0,4,41.8,38939.59
Hyundai,6.89,2018,8,145.7,2.38,62472,Hybrid,Automatic,4,,4,31.0,15857.64
Volkswagen,6.39,2025,1,237.3,1.38,9008,Petrol,Automatic,1,1.0,4,29.2,30386.13
Chevrolet,6.03,2019,7,205.0,1.75,105335,Petrol,Automatic,4,0.0,2,30.2,14296.48
